x,a,b,c,d,index_value,true_index_value,label
2,235,96,182,157,426,3282.95,0
3,235,89,182,157,420,3283.34,0
4,234,81,182,157,401,3284.58,0
5,140,72,182,151,397,3284.84,0
6,78,70,172,152,415,3283.67,0
7,86,70,172,152,421,3283.28,0
8,93,72,173,153,454,3281.13,0
9,114,68,168,153,456,3281.0,0
10,114,61,162,153,446,3281.65,0
11,113,55,158,149,442,3281.91,0
12,88,49,151,152,435,3282.37,0
13,128,53,146,155,454,3281.13,0
14,162,54,144,159,461,3280.67,0
15,184,58,148,161,476,3279.7,3
16,187,53,151,162,470,3280.09,3
17,189,49,144,163,464,3280.48,3
18,189,43,134,163,449,3281.46,3
19,201,41,126,165,444,3281.78,3
20,201,40,122,167,440,3282.04,3
21,204,41,123,168,442,3281.91,3
22,220,42,120,171,444,3281.78,3
23,225,45,122,173,453,3281.2,3
24,226,44,122,174,453,3281.2,3
25,229,43,122,175,453,3281.2,3
26,237,42,116,177,456,3281.0,3
27,243,43,111,178,456,3281.0,3
28,243,41,109,179,451,3281.33,3
29,242,40,108,179,447,3281.59,3
30,240,39,107,179,435,3282.37,3
31,240,37,104,179,429,3282.76,3
32,239,33,99,178,420,3283.34,3
33,235,30,93,178,404,3284.38,3
34,233,26,92,177,392,3285.16,3
35,229,23,89,177,373,3286.4,3
36,227,21,84,177,365,3286.92,3
37,223,24,79,178,371,3286.53,3
38,226,26,78,179,372,3286.46,3
39,233,33,84,181,385,3285.62,3
40,234,35,87,184,386,3285.55,3
41,241,38,87,185,399,3284.71,3
42,241,39,87,185,399,3284.71,3
43,240,41,92,185,408,3284.12,3
44,240,39,94,186,408,3284.12,3
45,240,37,89,186,395,3284.97,3
46,239,34,83,184,390,3285.29,3
47,237,31,79,182,372,3286.46,3
48,236,29,79,181,365,3286.92,3
49,227,23,73,180,353,3287.7,3
50,222,20,68,178,340,3288.55,3
51,219,16,63,178,331,3289.13,3
52,213,14,63,178,324,3289.59,3
53,211,12,59,179,320,3289.85,3
54,213,16,57,181,331,3289.13,3
55,221,18,55,183,332,3289.07,3
56,221,21,58,183,332,3289.07,3
57,220,22,63,183,326,3289.46,3
58,219,23,62,184,323,3289.65,3
59,219,25,60,184,322,3289.72,3
60,219,25,60,185,322,3289.72,3
61,219,26,63,184,323,3289.65,3
62,219,28,62,184,330,3289.2,3
63,218,30,62,184,332,3289.07,3
64,217,31,61,175,341,3288.48,3
65,217,26,60,172,334,3288.94,3
66,216,25,60,170,333,3289.0,3
67,189,18,55,169,309,3290.56,3
68,182,17,53,168,308,3290.63,3
69,184,19,50,169,307,3290.69,3
70,184,22,53,172,319,3289.91,3
71,195,31,57,173,341,3288.48,3
72,202,35,61,179,355,3287.57,3
73,204,41,68,176,368,3286.72,3
74,204,40,72,175,364,3286.99,3
75,203,38,71,175,362,3287.12,3
76,189,35,71,175,356,3287.51,3
77,189,34,67,172,354,3287.64,3
78,189,28,66,159,329,3289.26,3
79,188,21,65,157,318,3289.98,3
80,182,14,56,155,294,3291.54,3
81,143,6,50,153,281,3292.38,3
82,139,5,47,150,274,3292.84,3
83,132,5,45,149,271,3293.04,3
84,131,7,46,149,275,3292.78,3
85,131,9,46,149,276,3292.71,3
86,131,11,45,149,277,3292.64,3
87,132,13,44,149,275,3292.78,3
