x,a,b,c,d,index_value,true_index_value,label
2,101,13,29,81,108,3887.12,0
3,100,29,29,79,117,3886.23,0
4,74,43,29,77,121,3885.83,0
5,51,52,31,77,124,3885.54,0
6,75,60,37,77,124,3885.54,0
7,75,61,36,77,116,3886.33,0
8,74,61,30,78,116,3886.33,0
9,83,60,23,78,111,3886.83,0
10,83,60,16,78,104,3887.52,0
11,82,58,24,74,97,3888.22,0
12,55,58,24,75,90,3888.91,0
13,65,60,18,75,91,3888.81,0
14,65,64,18,75,94,3888.52,0
15,65,65,14,74,96,3888.32,0
16,64,69,23,75,102,3887.72,0
17,72,71,29,76,104,3887.52,0
18,84,74,28,76,110,3886.93,0
19,87,75,26,76,108,3887.12,0
20,90,75,26,77,107,3887.22,0
21,93,75,30,77,104,3887.52,0
22,97,75,28,79,106,3887.32,0
23,112,77,21,80,110,3886.93,0
24,120,80,20,80,112,3886.73,0
25,121,82,31,80,113,3886.63,0
26,121,81,33,80,104,3887.52,0
27,120,78,27,80,100,3887.92,0
28,118,74,20,78,82,3889.71,0
29,114,71,16,72,76,3890.3,0
30,86,68,18,71,66,3891.3,0
31,70,68,15,71,68,3891.1,0
32,71,70,13,71,74,3890.5,0
33,71,72,12,71,75,3890.4,0
34,70,73,20,69,74,3890.5,0
35,68,73,21,69,72,3890.7,0
36,67,74,18,69,75,3890.4,0
37,67,74,17,69,73,3890.6,0
38,67,72,15,68,68,3891.1,0
39,65,70,17,69,62,3891.69,0
40,71,71,15,69,61,3891.79,0
41,76,73,15,71,62,3891.69,0
42,84,78,16,72,74,3890.5,0
43,90,80,23,72,81,3889.81,0
44,92,83,27,73,88,3889.11,0
45,96,84,27,73,90,3888.91,0
46,98,85,23,74,89,3889.01,0
47,100,86,22,76,89,3889.01,0
48,108,88,27,76,91,3888.81,0
49,110,88,27,76,92,3888.71,0
50,110,89,27,76,93,3888.62,0
51,110,88,26,76,90,3888.91,0
52,110,87,30,76,88,3889.11,0
53,110,87,29,76,84,3889.51,0
54,110,85,25,76,82,3889.71,0
55,110,84,22,75,76,3890.3,0
56,109,83,18,74,74,3890.5,0
57,108,81,21,74,70,3890.9,0
58,104,80,19,73,69,3891.0,0
59,101,79,15,73,63,3891.6,0
60,101,78,13,73,66,3891.3,0
61,104,80,16,74,70,3890.9,0
62,107,81,18,74,75,3890.4,0
63,109,82,19,75,75,3890.4,0
64,111,83,15,75,75,3890.4,0
65,111,84,15,75,76,3890.3,0
66,111,84,19,75,72,3890.7,0
67,113,83,18,76,70,3890.9,0
68,114,84,16,77,73,3890.6,0
69,116,87,16,77,81,3889.81,0
70,118,89,22,77,85,3889.41,0
71,118,90,26,77,89,3889.01,0
72,117,89,27,75,87,3889.21,0
73,114,88,26,76,84,3889.51,0
74,115,87,24,76,82,3889.71,0
75,115,87,26,76,83,3889.61,0
76,114,87,25,75,84,3889.51,0
77,114,88,24,75,87,3889.21,0
78,114,89,23,75,87,3889.21,0
79,114,88,26,74,83,3889.61,0
80,112,86,25,72,80,3889.91,0
81,104,85,21,71,77,3890.2,0
82,104,84,19,71,77,3890.2,0
83,103,83,18,70,77,3890.2,0
84,99,82,21,69,74,3890.5,0
85,97,82,20,69,73,3890.6,0
86,97,83,20,69,76,3890.3,0
87,97,82,20,69,75,3890.4,0
88,96,81,23,65,73,3890.6,0
89,86,80,23,63,67,3891.2,0
90,83,79,20,63,64,3891.5,0
91,82,78,18,62,62,3891.69,0
92,81,78,18,62,61,3891.79,0
93,79,77,19,61,61,3891.79,0
94,75,76,20,58,61,3891.79,0
95,71,77,18,58,63,3891.6,0
96,72,78,17,58,63,3891.6,0
97,72,78,22,58,62,3891.69,0
98,72,77,23,58,61,3891.79,0
99,71,76,20,58,58,3892.09,0
100,71,77,18,58,63,3891.6,0
101,71,78,18,58,62,3891.69,0
102,70,77,21,56,61,3891.79,0
103,69,76,20,56,55,3892.39,0
104,67,77,18,55,55,3892.39,0
105,66,77,18,55,54,3892.49,0
106,65,75,20,52,51,3892.79,0
107,59,73,21,47,47,3893.19,0
108,53,71,17,46,43,3893.58,0
109,45,70,15,45,40,3893.88,0
110,43,69,15,43,34,3894.48,0
111,40,66,15,40,28,3895.07,0
112,31,64,12,37,20,3895.87,0
113,26,63,9,36,15,3896.36,0
114,24,63,8,35,14,3896.46,0
115,22,62,8,34,12,3896.66,0
116,20,62,10,31,9,3896.96,0
117,15,60,9,31,4,3897.46,0
118,14,61,7,30,6,3897.26,0
